hash,variables,clauses,gbd_variables,gbd_clauses,family,author,result,filename,tracks,local_path
46ba1a068afea0abc4ce80670841ef18,75,618,75,618,tseitin-formulas,simon,unsat,46ba1a068afea0abc4ce80670841ef18,"anni_2022,handmade_2002",instances/46ba1a068afea0abc4ce80670841ef18.cnf
e025c23875a6e7239a074436b0ad89ce,75,624,75,624,tseitin-formulas,bevan,unsat,e025c23875a6e7239a074436b0ad89ce,"anni_2022,handmade_2003",instances/e025c23875a6e7239a074436b0ad89ce.cnf
8665394d0c9d190007f0b61af3efdd70,75,658,75,658,tseitin-formulas,simon,unsat,8665394d0c9d190007f0b61af3efdd70,"anni_2022,handmade_2002",instances/8665394d0c9d190007f0b61af3efdd70.cnf
3292846129f7c1d50375e3e6cf8c7d4a,75,660,75,660,tseitin-formulas,bevan,unsat,3292846129f7c1d50375e3e6cf8c7d4a,"anni_2022,handmade_2003",instances/3292846129f7c1d50375e3e6cf8c7d4a.cnf
e5021fd61de00c58fbc0a2a373f0b49c,76,598,76,598,tseitin-formulas,simon,unsat,e5021fd61de00c58fbc0a2a373f0b49c,"anni_2022,handmade_2002",instances/e5021fd61de00c58fbc0a2a373f0b49c.cnf
f044b1cc1fd3f6407b3537cca495f7c1,76,598,76,598,tseitin-formulas,simon,unsat,f044b1cc1fd3f6407b3537cca495f7c1,"anni_2022,handmade_2002",instances/f044b1cc1fd3f6407b3537cca495f7c1.cnf
f433abde96a6225bdc91ba04c35045e9,76,598,76,598,tseitin-formulas,chu-min-li,unknown,f433abde96a6225bdc91ba04c35045e9,"handmade_2003,handmade_2004",instances/f433abde96a6225bdc91ba04c35045e9.cnf
f19283a8278915555d37420aa0715cb6,76,652,76,652,tseitin-formulas,simon,unsat,f19283a8278915555d37420aa0715cb6,"anni_2022,handmade_2002",instances/f19283a8278915555d37420aa0715cb6.cnf
1a021f3c7bcb621aee1559634d052c0e,77,164,77,164,sgen,spence,unsat,1a021f3c7bcb621aee1559634d052c0e,"anni_2022,crafted_2007,crafted_2012",instances/1a021f3c7bcb621aee1559634d052c0e.cnf
69ecd87c1e05c017df607bec0b461af7,77,164,77,164,sgen,spence,unsat,69ecd87c1e05c017df607bec0b461af7,"crafted_2012,portfolio_2012",instances/69ecd87c1e05c017df607bec0b461af7.cnf
e70da682181a8944aa95a662477abda4,79,688,79,688,tseitin-formulas,simon,unsat,e70da682181a8944aa95a662477abda4,"anni_2022,handmade_2002",instances/e70da682181a8944aa95a662477abda4.cnf
8ac86d57bc54e2da562403d6faf5865c,79,704,79,704,tseitin-formulas,bevan,unsat,8ac86d57bc54e2da562403d6faf5865c,"anni_2022,handmade_2003",instances/8ac86d57bc54e2da562403d6faf5865c.cnf
182c5a778acfc4512d833b76dce2b621,80,346,80,346,coloring,pehoushek,unsat,182c5a778acfc4512d833b76dce2b621,"anni_2022,handmade_2002",instances/182c5a778acfc4512d833b76dce2b621.cnf
68c91819fcdcc04672964c7161211535,80,346,80,346,coloring,pehoushek,unsat,68c91819fcdcc04672964c7161211535,handmade_2002,instances/68c91819fcdcc04672964c7161211535.cnf
7aaed0360512db84882bcf9cd0cf4981,80,346,80,346,coloring,pehoushek,unsat,7aaed0360512db84882bcf9cd0cf4981,handmade_2002,instances/7aaed0360512db84882bcf9cd0cf4981.cnf
7cafc548083f6016bc973fff380f7ae5,80,346,80,346,coloring,pehoushek,unsat,7cafc548083f6016bc973fff380f7ae5,handmade_2002,instances/7cafc548083f6016bc973fff380f7ae5.cnf
98312f96195f66fea07e5a253ae6e648,80,346,80,346,coloring,pehoushek,unsat,98312f96195f66fea07e5a253ae6e648,handmade_2002,instances/98312f96195f66fea07e5a253ae6e648.cnf
9c37d38895b75c2165b8995436fbbf47,80,346,80,346,coloring,pehoushek,unsat,9c37d38895b75c2165b8995436fbbf47,handmade_2002,instances/9c37d38895b75c2165b8995436fbbf47.cnf
da531a3d9a69a9aa7b1a080769bfdfef,80,346,80,346,coloring,pehoushek,unsat,da531a3d9a69a9aa7b1a080769bfdfef,handmade_2002,instances/da531a3d9a69a9aa7b1a080769bfdfef.cnf
e4b375f145e9a8b6f6fb634c16f5a1c2,80,346,80,346,coloring,pehoushek,unsat,e4b375f145e9a8b6f6fb634c16f5a1c2,handmade_2002,instances/e4b375f145e9a8b6f6fb634c16f5a1c2.cnf
e518a2546859130e69e0c006b6fccc4c,80,346,80,346,coloring,pehoushek,unsat,e518a2546859130e69e0c006b6fccc4c,handmade_2002,instances/e518a2546859130e69e0c006b6fccc4c.cnf
ea81801c24a316592671476e1d4f1a6e,80,346,80,346,coloring,pehoushek,unsat,ea81801c24a316592671476e1d4f1a6e,handmade_2002,instances/ea81801c24a316592671476e1d4f1a6e.cnf
daa64046112eb50107587b859f856a7d,80,370,80,370,pigeon-hole,sabharwal,unsat,daa64046112eb50107587b859f856a7d,"anni_2022,crafted_2005,crafted_2011,crafted_2012,portfolio_2012",instances/daa64046112eb50107587b859f856a7d.cnf
079b400eede86df1f1ffd6a3c303278b,80,512,80,512,tseitin-formulas,bevan,unsat,079b400eede86df1f1ffd6a3c303278b,"anni_2022,handmade_2003",instances/079b400eede86df1f1ffd6a3c303278b.cnf
44ab80d376f78495483e45bb8088c3ae,80,650,80,650,pigeon-hole,sabharwal,unsat,44ab80d376f78495483e45bb8088c3ae,"anni_2022,crafted_2005",instances/44ab80d376f78495483e45bb8088c3ae.cnf
602cb5256a5c05e90aec931c7f3fc0ab,81,172,81,172,sgen,spence,unsat,602cb5256a5c05e90aec931c7f3fc0ab,"anni_2022,crafted_2007,crafted_2012",instances/602cb5256a5c05e90aec931c7f3fc0ab.cnf
7b3d0382156f1923019d9e1879de193f,83,804,83,804,tseitin-formulas,simon,unsat,7b3d0382156f1923019d9e1879de193f,"anni_2022,handmade_2002",instances/7b3d0382156f1923019d9e1879de193f.cnf
57d991a3a137fe0d2838d57e631a0d13,84,301,84,301,battleship,skvortsov,unsat,57d991a3a137fe0d2838d57e631a0d13,"anni_2022,crafted_2011,crafted_2012,portfolio_2012",instances/57d991a3a137fe0d2838d57e631a0d13.cnf
05f3a48298721d68cded8618b432e7c3,85,180,85,180,sgen,spence,unsat,05f3a48298721d68cded8618b432e7c3,"anni_2022,crafted_2007",instances/05f3a48298721d68cded8618b432e7c3.cnf
107e43f3e7616bc80201d3694a7fba14,85,180,85,180,sgen,spence,unsat,107e43f3e7616bc80201d3694a7fba14,"anni_2022,crafted_2009,crafted_2012",instances/107e43f3e7616bc80201d3694a7fba14.cnf
1585509d20e96dca337559f71da9d9f1,86,864,86,864,tseitin-formulas,simon,unsat,1585509d20e96dca337559f71da9d9f1,"anni_2022,handmade_2002",instances/1585509d20e96dca337559f71da9d9f1.cnf
0ddb14f3c94bcd7233ef0c64bc1ffc56,87,232,87,232,tseitin-formulas,jarvisalo,unsat,0ddb14f3c94bcd7233ef0c64bc1ffc56,"anni_2022,crafted_2005",instances/0ddb14f3c94bcd7233ef0c64bc1ffc56.cnf
13b89bdc2cdf21b66ab1e918664c569d,87,232,87,232,tseitin-formulas,jarvisalo,unknown,13b89bdc2cdf21b66ab1e918664c569d,crafted_2005,instances/13b89bdc2cdf21b66ab1e918664c569d.cnf
2cdfbf1bf8828d563e2d64c4a3b21c4b,87,232,87,232,tseitin-formulas,jarvisalo,unsat,2cdfbf1bf8828d563e2d64c4a3b21c4b,"crafted_2007,crafted_2009,crafted_2012",instances/2cdfbf1bf8828d563e2d64c4a3b21c4b.cnf
2f7d375b6b2a8813dd4b17a31a6c4441,87,232,87,232,tseitin-formulas,jarvisalo,unknown,2f7d375b6b2a8813dd4b17a31a6c4441,crafted_2005,instances/2f7d375b6b2a8813dd4b17a31a6c4441.cnf
38d1bffb1fc4625995f428175b6a2d11,87,232,87,232,tseitin-formulas,jarvisalo,unknown,38d1bffb1fc4625995f428175b6a2d11,crafted_2005,instances/38d1bffb1fc4625995f428175b6a2d11.cnf
573d1b0fac5c5b321fbaeee18b79a26a,87,232,87,232,tseitin-formulas,jarvisalo,unknown,573d1b0fac5c5b321fbaeee18b79a26a,crafted_2005,instances/573d1b0fac5c5b321fbaeee18b79a26a.cnf
602c80022d2bb7af521d9214521398e4,87,232,87,232,tseitin-formulas,jarvisalo,unknown,602c80022d2bb7af521d9214521398e4,crafted_2005,instances/602c80022d2bb7af521d9214521398e4.cnf
61b03b95036a5f254aad543e5f13065d,87,232,87,232,tseitin-formulas,jarvisalo,unknown,61b03b95036a5f254aad543e5f13065d,crafted_2005,instances/61b03b95036a5f254aad543e5f13065d.cnf
6a5fc23012376480af7d742310ab6e1c,87,232,87,232,tseitin-formulas,jarvisalo,unknown,6a5fc23012376480af7d742310ab6e1c,crafted_2005,instances/6a5fc23012376480af7d742310ab6e1c.cnf
86561fb1435169ba33b2f58dcc3e0387,87,232,87,232,tseitin-formulas,jarvisalo,unknown,86561fb1435169ba33b2f58dcc3e0387,crafted_2005,instances/86561fb1435169ba33b2f58dcc3e0387.cnf
8e60c18740e991cf2ece650bfdd68d0c,87,232,87,232,tseitin-formulas,jarvisalo,unknown,8e60c18740e991cf2ece650bfdd68d0c,crafted_2005,instances/8e60c18740e991cf2ece650bfdd68d0c.cnf
948cae905f0d6aa79746d19f2e49b087,87,232,87,232,tseitin-formulas,jarvisalo,unknown,948cae905f0d6aa79746d19f2e49b087,crafted_2005,instances/948cae905f0d6aa79746d19f2e49b087.cnf
953dde526066e1354344451501ba2f55,87,232,87,232,tseitin-formulas,jarvisalo,unknown,953dde526066e1354344451501ba2f55,crafted_2005,instances/953dde526066e1354344451501ba2f55.cnf
9cd73dad5fe2bbfc7a62bc3dc039ba41,87,232,87,232,tseitin-formulas,jarvisalo,unknown,9cd73dad5fe2bbfc7a62bc3dc039ba41,crafted_2005,instances/9cd73dad5fe2bbfc7a62bc3dc039ba41.cnf
9ce6f6f311c89067a40f30edd05139cd,87,232,87,232,tseitin-formulas,jarvisalo,unknown,9ce6f6f311c89067a40f30edd05139cd,crafted_2005,instances/9ce6f6f311c89067a40f30edd05139cd.cnf
ab5952386fd4ad234832854eabd823dc,87,232,87,232,tseitin-formulas,jarvisalo,unknown,ab5952386fd4ad234832854eabd823dc,crafted_2005,instances/ab5952386fd4ad234832854eabd823dc.cnf
b53fc42ecfab2be0125f00c63104b37b,87,232,87,232,tseitin-formulas,jarvisalo,unknown,b53fc42ecfab2be0125f00c63104b37b,crafted_2005,instances/b53fc42ecfab2be0125f00c63104b37b.cnf
b5e7bbf6c8b488e7df5d23e08d5e75f3,87,232,87,232,tseitin-formulas,jarvisalo,unsat,b5e7bbf6c8b488e7df5d23e08d5e75f3,"crafted_2007,crafted_2009,crafted_2012,portfolio_2012",instances/b5e7bbf6c8b488e7df5d23e08d5e75f3.cnf
cb7e520395d8fa6e4e4f7027e2421016,87,232,87,232,tseitin-formulas,jarvisalo,unknown,cb7e520395d8fa6e4e4f7027e2421016,crafted_2005,instances/cb7e520395d8fa6e4e4f7027e2421016.cnf
ef2050e503ef20697e1ad9501f8238c6,87,232,87,232,tseitin-formulas,jarvisalo,unknown,ef2050e503ef20697e1ad9501f8238c6,crafted_2005,instances/ef2050e503ef20697e1ad9501f8238c6.cnf
245e9b5cdf197b523d57f35ac2fcb303,89,188,89,188,sgen,spence,unsat,245e9b5cdf197b523d57f35ac2fcb303,"anni_2022,crafted_2012,main_2020",instances/245e9b5cdf197b523d57f35ac2fcb303.cnf
83f7436f5209a2da186a58d4869e0df3,89,188,89,188,sgen,spence,unsat,83f7436f5209a2da186a58d4869e0df3,"crafted_2007,crafted_2012,portfolio_2012",instances/83f7436f5209a2da186a58d4869e0df3.cnf
fdff8713e0abb7d59b2c6db1f5f38f78,89,776,89,776,tseitin-formulas,bevan,unsat,fdff8713e0abb7d59b2c6db1f5f38f78,"anni_2022,handmade_2003",instances/fdff8713e0abb7d59b2c6db1f5f38f78.cnf
2e2c1be1dcb0a636e0cccce1008ff289,90,240,90,240,tseitin-formulas,jarvisalo,unsat,2e2c1be1dcb0a636e0cccce1008ff289,"anni_2022,crafted_2005",instances/2e2c1be1dcb0a636e0cccce1008ff289.cnf
8a441503ad1be828b939ede88ba10ebf,90,240,90,240,tseitin-formulas,jarvisalo,unsat,8a441503ad1be828b939ede88ba10ebf,crafted_2005,instances/8a441503ad1be828b939ede88ba10ebf.cnf
db88543c607c23efddd8ed3195011fda,90,240,90,240,tseitin-formulas,jarvisalo,unsat,db88543c607c23efddd8ed3195011fda,crafted_2005,instances/db88543c607c23efddd8ed3195011fda.cnf
ad2f86e7118e9447697c476a56cbb9e6,90,262,90,262,linvrinv,biere,unsat,ad2f86e7118e9447697c476a56cbb9e6,"anni_2022,crafted_2005",instances/ad2f86e7118e9447697c476a56cbb9e6.cnf
78d8140d9ecf62492911a1ec73a06212,90,401,90,401,planning,maris,sat,78d8140d9ecf62492911a1ec73a06212,"anni_2022,industrial_2005",instances/78d8140d9ecf62492911a1ec73a06212.cnf
b21c1786dc3083abfd9c217854bbefea,90,401,90,401,planning,maris,sat,b21c1786dc3083abfd9c217854bbefea,industrial_2005,instances/b21c1786dc3083abfd9c217854bbefea.cnf
44092fcc83a5cba81419e82cfd18602c,90,415,90,415,pigeon-hole,unknown,unsat,44092fcc83a5cba81419e82cfd18602c,"anni_2022,crafted_2005,main_2023",instances/44092fcc83a5cba81419e82cfd18602c.cnf
7894494e310c19322a7627adfd57f941,90,415,90,415,pigeon-hole,unknown,unsat,7894494e310c19322a7627adfd57f941,crafted_2012,instances/7894494e310c19322a7627adfd57f941.cnf
90d2c6c480c80c39d0e8005bd405ecd4,90,775,90,775,pigeon-hole,sabharwal,unsat,90d2c6c480c80c39d0e8005bd405ecd4,"anni_2022,crafted_2005",instances/90d2c6c480c80c39d0e8005bd405ecd4.cnf
ce636f1b8af96c134a2911efd63b7f14,91,322,91,322,battleship,skvortsov,sat,ce636f1b8af96c134a2911efd63b7f14,"anni_2022,crafted_2011",instances/ce636f1b8af96c134a2911efd63b7f14.cnf
ea27a2989279b30af0940b790dae4f94,93,196,93,196,sgen,spence,unsat,ea27a2989279b30af0940b790dae4f94,"anni_2022,crafted_2007,crafted_2012",instances/ea27a2989279b30af0940b790dae4f94.cnf
528914f6359f75a6493788e3730ffbb4,94,250,94,250,xor-chain,zhang-lintao,unsat,528914f6359f75a6493788e3730ffbb4,"anni_2022,handmade_2002",instances/528914f6359f75a6493788e3730ffbb4.cnf
9ad7dd132712bb28c5deca329834c371,94,250,94,250,xor-chain,zhang-lintao,unsat,9ad7dd132712bb28c5deca329834c371,handmade_2002,instances/9ad7dd132712bb28c5deca329834c371.cnf
6f24965c8737ff3f427c072958fe35b4,96,256,96,256,tseitin-formulas,bevan,unsat,6f24965c8737ff3f427c072958fe35b4,"anni_2022,handmade_2003",instances/6f24965c8737ff3f427c072958fe35b4.cnf
2e59129ef0d4fcaf1a3b9ae53e465238,97,204,97,204,sgen,spence,unsat,2e59129ef0d4fcaf1a3b9ae53e465238,"anni_2022,crafted_2014",instances/2e59129ef0d4fcaf1a3b9ae53e465238.cnf
3a8e674a10c37474dfa20684e5c747bf,97,204,97,204,sgen,spence,unsat,3a8e674a10c37474dfa20684e5c747bf,crafted_2014,instances/3a8e674a10c37474dfa20684e5c747bf.cnf
4801c06fbc3a4d6fbaf347b80b3b961a,97,204,97,204,sgen,spence,unsat,4801c06fbc3a4d6fbaf347b80b3b961a,"anni_2022,crafted_2007",instances/4801c06fbc3a4d6fbaf347b80b3b961a.cnf
56123e4cc587dc9731b8d7911d38fc88,97,204,97,204,sgen,spence,unsat,56123e4cc587dc9731b8d7911d38fc88,"crafted_2009,crafted_2012,crafted_2013",instances/56123e4cc587dc9731b8d7911d38fc88.cnf
8b7e176f5d0744f72887f4dcc8c51bec,97,204,97,204,sgen,spence,unsat,8b7e176f5d0744f72887f4dcc8c51bec,crafted_2014,instances/8b7e176f5d0744f72887f4dcc8c51bec.cnf
8d5cd0097c8dad1af607428d9e69ca75,97,204,97,204,sgen,spence,unsat,8d5cd0097c8dad1af607428d9e69ca75,crafted_2014,instances/8d5cd0097c8dad1af607428d9e69ca75.cnf
8ee37a01a9ac1dbebe27e63e7b088762,97,204,97,204,sgen,spence,unsat,8ee37a01a9ac1dbebe27e63e7b088762,main_2019,instances/8ee37a01a9ac1dbebe27e63e7b088762.cnf
e16d3b7ed666fd6ef1a4d72ea7179fee,97,204,97,204,sgen,spence,unsat,e16d3b7ed666fd6ef1a4d72ea7179fee,crafted_2014,instances/e16d3b7ed666fd6ef1a4d72ea7179fee.cnf
fe97aa41a12da89ed8a0cca6e1714e05,97,204,97,204,sgen,spence,unsat,fe97aa41a12da89ed8a0cca6e1714e05,crafted_2014,instances/fe97aa41a12da89ed8a0cca6e1714e05.cnf
db3be4cbdcf663dbd37f6fa58d4f6bce,97,444,97,444,genurq,ostrowski,sat,db3be4cbdcf663dbd37f6fa58d4f6bce,"anni_2022,handmade_2003",instances/db3be4cbdcf663dbd37f6fa58d4f6bce.cnf
6915befdb82711e06d88b5472586ab2f,98,171,98,171,theorem-proving,vangelder,unsat,6915befdb82711e06d88b5472586ab2f,"anni_2022,handmade_2002",instances/6915befdb82711e06d88b5472586ab2f.cnf
01d142c43f3ce9a8c5ef7a1ecdbb6cba,99,264,99,264,tseitin-formulas,chu-min-li,unsat,01d142c43f3ce9a8c5ef7a1ecdbb6cba,"anni_2022,crafted_2011,crafted_2012,handmade_2002,main_2022,portfolio_2012",instances/01d142c43f3ce9a8c5ef7a1ecdbb6cba.cnf
43e03166eb3d88aafec1397756b7924f,99,264,99,264,tseitin-formulas,chu-min-li,unknown,43e03166eb3d88aafec1397756b7924f,"handmade_2003,handmade_2004",instances/43e03166eb3d88aafec1397756b7924f.cnf
c12d5e3213fbe4071aa8a64618c67445,100,240,100,240,sgen,spence,sat,c12d5e3213fbe4071aa8a64618c67445,"anni_2022,crafted_2012",instances/c12d5e3213fbe4071aa8a64618c67445.cnf
d6fc8244dafa817cb8f8b100df8ae288,100,460,100,460,pigeon-hole,sabharwal,sat,d6fc8244dafa817cb8f8b100df8ae288,"anni_2022,crafted_2005",instances/d6fc8244dafa817cb8f8b100df8ae288.cnf
58e73745a4af8955a05855fb416bc1a7,100,550,100,550,battleship,skvortsov,unsat,58e73745a4af8955a05855fb416bc1a7,"anni_2022,crafted_2011,crafted_2012,portfolio_2012",instances/58e73745a4af8955a05855fb416bc1a7.cnf
3aff1ea452a55c0da08d8161f3834a7e,100,709,100,709,hgen,heule,sat,3aff1ea452a55c0da08d8161f3834a7e,random_2002,instances/3aff1ea452a55c0da08d8161f3834a7e.cnf
4175224bbf4acf6995ae9b8364ece291,100,709,100,709,hgen,heule,sat,4175224bbf4acf6995ae9b8364ece291,random_2002,instances/4175224bbf4acf6995ae9b8364ece291.cnf
4ddb8e06bd38e6675729bce742879464,100,709,100,709,hgen,heule,sat,4ddb8e06bd38e6675729bce742879464,random_2002,instances/4ddb8e06bd38e6675729bce742879464.cnf
a1f508b5004fdc5e954d204c55f7b6c6,100,709,100,709,hgen,heule,sat,a1f508b5004fdc5e954d204c55f7b6c6,random_2002,instances/a1f508b5004fdc5e954d204c55f7b6c6.cnf
c8376c67be6a19c61876fa3a32d8af84,100,709,100,709,hgen,heule,sat,c8376c67be6a19c61876fa3a32d8af84,random_2002,instances/c8376c67be6a19c61876fa3a32d8af84.cnf
da1c4b80744ff527a61cafd64d069897,100,910,100,910,pigeon-hole,sabharwal,sat,da1c4b80744ff527a61cafd64d069897,"anni_2022,crafted_2005",instances/da1c4b80744ff527a61cafd64d069897.cnf
03d8064f3be30daecf2ffe4c54361e61,101,212,101,212,sgen,spence,unsat,03d8064f3be30daecf2ffe4c54361e61,"anni_2022,crafted_2014",instances/03d8064f3be30daecf2ffe4c54361e61.cnf
347753168c141437d7f4ef14fd7f311a,101,212,101,212,sgen,spence,unsat,347753168c141437d7f4ef14fd7f311a,crafted_2014,instances/347753168c141437d7f4ef14fd7f311a.cnf
3ed60e144701d4de4824e60197a51ea7,101,212,101,212,sgen,spence,unsat,3ed60e144701d4de4824e60197a51ea7,crafted_2014,instances/3ed60e144701d4de4824e60197a51ea7.cnf
5de56ca1019a003d8ed648c227a0e56f,101,212,101,212,sgen,spence,unsat,5de56ca1019a003d8ed648c227a0e56f,crafted_2014,instances/5de56ca1019a003d8ed648c227a0e56f.cnf
64632b2b69ce0a89a4237221cb984b6e,101,212,101,212,sgen,spence,unsat,64632b2b69ce0a89a4237221cb984b6e,crafted_2014,instances/64632b2b69ce0a89a4237221cb984b6e.cnf
656c381257932a49b27f3a9391e993e0,101,212,101,212,sgen,spence,unsat,656c381257932a49b27f3a9391e993e0,crafted_2014,instances/656c381257932a49b27f3a9391e993e0.cnf
694a94506169e26319da5f7033f8d03e,101,212,101,212,sgen,spence,unsat,694a94506169e26319da5f7033f8d03e,crafted_2014,instances/694a94506169e26319da5f7033f8d03e.cnf
81cee668c1e52ebc1dac1fd9b18cf66e,101,212,101,212,sgen,spence,unsat,81cee668c1e52ebc1dac1fd9b18cf66e,crafted_2013,instances/81cee668c1e52ebc1dac1fd9b18cf66e.cnf
89d030452cd33127ef708b86917d4ec8,101,212,101,212,sgen,spence,unsat,89d030452cd33127ef708b86917d4ec8,crafted_2014,instances/89d030452cd33127ef708b86917d4ec8.cnf
cfc98ad68af6bb4fd5d9bddcf02dc304,101,212,101,212,sgen,spence,unsat,cfc98ad68af6bb4fd5d9bddcf02dc304,"anni_2022,crafted_2007,crafted_2012",instances/cfc98ad68af6bb4fd5d9bddcf02dc304.cnf
f61120141c84517156c757c089f236aa,101,212,101,212,sgen,spence,unsat,f61120141c84517156c757c089f236aa,crafted_2014,instances/f61120141c84517156c757c089f236aa.cnf
0d7f91b51774f9a28a5a86125f47676d,105,220,105,220,sgen,spence,unsat,0d7f91b51774f9a28a5a86125f47676d,"anni_2022,crafted_2007",instances/0d7f91b51774f9a28a5a86125f47676d.cnf
7489dc4e399a6792fd8840921359d6d8,105,220,105,220,sgen,spence,unsat,7489dc4e399a6792fd8840921359d6d8,crafted_2009,instances/7489dc4e399a6792fd8840921359d6d8.cnf
16b0810ba492f30a39fbd46ece608cf2,105,280,105,280,tseitin-formulas,jarvisalo,unsat,16b0810ba492f30a39fbd46ece608cf2,"anni_2022,crafted_2005",instances/16b0810ba492f30a39fbd46ece608cf2.cnf
1a976a03c78b6e7bbcb34e53baa6d021,105,280,105,280,tseitin-formulas,jarvisalo,unsat,1a976a03c78b6e7bbcb34e53baa6d021,crafted_2005,instances/1a976a03c78b6e7bbcb34e53baa6d021.cnf
36034f9a8d9339ab49e33b323f79cc07,105,280,105,280,tseitin-formulas,jarvisalo,unknown,36034f9a8d9339ab49e33b323f79cc07,crafted_2005,instances/36034f9a8d9339ab49e33b323f79cc07.cnf
3e220c3c75190bd3d48b7bdd0a9ba3fc,105,280,105,280,tseitin-formulas,jarvisalo,unknown,3e220c3c75190bd3d48b7bdd0a9ba3fc,crafted_2005,instances/3e220c3c75190bd3d48b7bdd0a9ba3fc.cnf
54a4b149e30047af7b53217198c1e898,105,280,105,280,tseitin-formulas,jarvisalo,unknown,54a4b149e30047af7b53217198c1e898,crafted_2005,instances/54a4b149e30047af7b53217198c1e898.cnf
596240446875d780d5f2946d76630351,105,280,105,280,tseitin-formulas,jarvisalo,unknown,596240446875d780d5f2946d76630351,crafted_2005,instances/596240446875d780d5f2946d76630351.cnf
07b476c83150d3cb7e08f5d045e255ab,105,512,105,512,tseitin-formulas,bevan,unsat,07b476c83150d3cb7e08f5d045e255ab,"anni_2022,handmade_2003,main_2024",instances/07b476c83150d3cb7e08f5d045e255ab.cnf
199eaa204dc8609b2537f0966566c3e1,106,282,106,282,xor-chain,zhang-lintao,unsat,199eaa204dc8609b2537f0966566c3e1,"anni_2022,handmade_2002",instances/199eaa204dc8609b2537f0966566c3e1.cnf
affed3d1f6340f16ddd6b833a2d1e59a,106,282,106,282,xor-chain,zhang-lintao,unsat,affed3d1f6340f16ddd6b833a2d1e59a,handmade_2003,instances/affed3d1f6340f16ddd6b833a2d1e59a.cnf
d45472012195467b08c53f9848ac42c7,106,282,106,282,xor-chain,zhang-lintao,unknown,d45472012195467b08c53f9848ac42c7,handmade_2002,instances/d45472012195467b08c53f9848ac42c7.cnf
9218d6273ed3439f7f829fe413946543,106,714,106,714,tseitin-formulas,chu-min-li,unsat,9218d6273ed3439f7f829fe413946543,"anni_2022,handmade_2003,handmade_2004",instances/9218d6273ed3439f7f829fe413946543.cnf
cd15439dba8ac2da779b11ee8172bb7e,106,714,106,714,tseitin-formulas,simon,unsat,cd15439dba8ac2da779b11ee8172bb7e,handmade_2002,instances/cd15439dba8ac2da779b11ee8172bb7e.cnf
5ca3fc99e8b422146c60def9091824ff,107,742,107,742,tseitin-formulas,chu-min-li,unsat,5ca3fc99e8b422146c60def9091824ff,"anni_2022,handmade_2003,handmade_2004",instances/5ca3fc99e8b422146c60def9091824ff.cnf
6139c59148530a5ab71954950abb98ff,107,742,107,742,tseitin-formulas,simon,unsat,6139c59148530a5ab71954950abb98ff,handmade_2002,instances/6139c59148530a5ab71954950abb98ff.cnf
03f25e67e52baf9fb1e782026d46c8a8,108,252,108,252,coloring,vangelder,unsat,03f25e67e52baf9fb1e782026d46c8a8,"anni_2022,handmade_2002",instances/03f25e67e52baf9fb1e782026d46c8a8.cnf
a9e528e396f42fd1de5aac050ef5b1dd,109,228,109,228,sgen,spence,unsat,a9e528e396f42fd1de5aac050ef5b1dd,"anni_2022,main_2019",instances/a9e528e396f42fd1de5aac050ef5b1dd.cnf
b0aa647211464a18951e4473237eed08,109,228,109,228,sgen,spence,unsat,b0aa647211464a18951e4473237eed08,crafted_2009,instances/b0aa647211464a18951e4473237eed08.cnf
d53ab9cc5604539d82a9f81594fd3447,109,228,109,228,sgen,spence,unsat,d53ab9cc5604539d82a9f81594fd3447,crafted_2007,instances/d53ab9cc5604539d82a9f81594fd3447.cnf
91eba6d10294887fa57557b590e655ae,110,561,110,561,pigeon-hole,unknown,unsat,91eba6d10294887fa57557b590e655ae,"anni_2022,crafted_2012,portfolio_2012",instances/91eba6d10294887fa57557b590e655ae.cnf
a8e399aa1f7f22067450eddaceec7689,113,236,113,236,sgen,spence,unsat,a8e399aa1f7f22067450eddaceec7689,"anni_2022,crafted_2007,crafted_2011",instances/a8e399aa1f7f22067450eddaceec7689.cnf
ff5170c690129f8c94658e82b6aab05c,114,888,114,888,tseitin-formulas,simon,unsat,ff5170c690129f8c94658e82b6aab05c,"anni_2022,handmade_2002,main_2023",instances/ff5170c690129f8c94658e82b6aab05c.cnf
35f94ec2c67ec6f831157b23b039121f,115,856,115,856,tseitin-formulas,simon,unsat,35f94ec2c67ec6f831157b23b039121f,"anni_2022,handmade_2002",instances/35f94ec2c67ec6f831157b23b039121f.cnf
5a3a1ff21d987a42f3500e5235019f8e,116,464,116,464,tseitin-formulas,jarvisalo,unsat,5a3a1ff21d987a42f3500e5235019f8e,"anni_2022,crafted_2005",instances/5a3a1ff21d987a42f3500e5235019f8e.cnf
effc7d67eecac3e73fcf90c543e6d813,116,464,116,464,tseitin-formulas,jarvisalo,unknown,effc7d67eecac3e73fcf90c543e6d813,crafted_2005,instances/effc7d67eecac3e73fcf90c543e6d813.cnf
fbcc8def5c36ac4ec398b295304325ab,116,464,116,464,tseitin-formulas,jarvisalo,unknown,fbcc8def5c36ac4ec398b295304325ab,crafted_2005,instances/fbcc8def5c36ac4ec398b295304325ab.cnf
40937c05ccf277ed8d2f6dd09ba28878,117,244,117,244,sgen,spence,unsat,40937c05ccf277ed8d2f6dd09ba28878,"anni_2022,crafted_2007",instances/40937c05ccf277ed8d2f6dd09ba28878.cnf
