2026-07-18T20:00:37+00:00 original3_mprefix supervisor launch attempt 1
original3_mprefix: 35100/100000 best=0.392297s at eval 11252 elapsed=4961.3s
original3_mprefix: 35200/100000 best=0.392297s at eval 11252 elapsed=4979.4s
original3_mprefix: 35300/100000 best=0.392297s at eval 11252 elapsed=4989.7s
original3_mprefix: 35400/100000 best=0.392297s at eval 11252 elapsed=4998.6s
original3_mprefix: 35500/100000 best=0.392297s at eval 11252 elapsed=5008.5s
original3_mprefix: 35600/100000 best=0.392297s at eval 11252 elapsed=5027.1s
original3_mprefix: 35700/100000 best=0.392297s at eval 11252 elapsed=5037.9s
original3_mprefix: 35800/100000 best=0.392297s at eval 11252 elapsed=5046.3s
original3_mprefix: 35900/100000 best=0.392297s at eval 11252 elapsed=5059.7s
original3_mprefix: 36000/100000 best=0.392297s at eval 11252 elapsed=5074.7s
original3_mprefix: 36100/100000 best=0.392297s at eval 11252 elapsed=5085.7s
original3_mprefix: 36200/100000 best=0.392297s at eval 11252 elapsed=5105.5s
original3_mprefix: 36300/100000 best=0.392297s at eval 11252 elapsed=5122.0s
original3_mprefix: 36400/100000 best=0.392297s at eval 11252 elapsed=5136.0s
original3_mprefix: 36500/100000 best=0.392297s at eval 11252 elapsed=5151.0s
original3_mprefix: 36600/100000 best=0.392297s at eval 11252 elapsed=5163.6s
original3_mprefix: 36700/100000 best=0.392297s at eval 11252 elapsed=5173.7s
original3_mprefix: 36800/100000 best=0.392297s at eval 11252 elapsed=5186.0s
original3_mprefix: 36900/100000 best=0.392297s at eval 11252 elapsed=5198.0s
original3_mprefix: 37000/100000 best=0.392297s at eval 11252 elapsed=5210.6s
original3_mprefix: 37100/100000 best=0.392297s at eval 11252 elapsed=5226.2s
original3_mprefix: 37200/100000 best=0.392297s at eval 11252 elapsed=5240.2s
original3_mprefix: 37300/100000 best=0.392297s at eval 11252 elapsed=5248.7s
original3_mprefix: 37400/100000 best=0.392297s at eval 11252 elapsed=5262.4s
original3_mprefix: 37500/100000 best=0.392297s at eval 11252 elapsed=5278.8s
original3_mprefix: 37600/100000 best=0.392297s at eval 11252 elapsed=5292.1s
original3_mprefix: 37700/100000 best=0.392297s at eval 11252 elapsed=5305.3s
original3_mprefix: 37800/100000 best=0.392297s at eval 11252 elapsed=5316.1s
original3_mprefix: 37900/100000 best=0.392297s at eval 11252 elapsed=5324.6s
original3_mprefix: 38000/100000 best=0.392297s at eval 11252 elapsed=5340.9s
original3_mprefix: 38100/100000 best=0.392297s at eval 11252 elapsed=5351.6s
original3_mprefix: 38200/100000 best=0.392297s at eval 11252 elapsed=5362.5s
original3_mprefix: 38300/100000 best=0.392297s at eval 11252 elapsed=5368.9s
original3_mprefix: 38400/100000 best=0.392297s at eval 11252 elapsed=5379.9s
original3_mprefix: 38500/100000 best=0.392297s at eval 11252 elapsed=5390.2s
original3_mprefix: 38600/100000 best=0.392297s at eval 11252 elapsed=5407.0s
original3_mprefix: 38700/100000 best=0.392297s at eval 11252 elapsed=5417.2s
original3_mprefix: 38800/100000 best=0.392297s at eval 11252 elapsed=5431.5s
original3_mprefix: 38900/100000 best=0.392297s at eval 11252 elapsed=5442.9s
original3_mprefix: 39000/100000 best=0.392297s at eval 11252 elapsed=5464.5s
original3_mprefix: 39100/100000 best=0.392297s at eval 11252 elapsed=5473.0s
original3_mprefix: 39200/100000 best=0.392297s at eval 11252 elapsed=5480.9s
original3_mprefix: 39300/100000 best=0.392297s at eval 11252 elapsed=5491.6s
original3_mprefix: 39400/100000 best=0.392297s at eval 11252 elapsed=5500.5s
original3_mprefix: 39500/100000 best=0.392297s at eval 11252 elapsed=5515.9s
original3_mprefix: 39600/100000 best=0.392297s at eval 11252 elapsed=5528.7s
original3_mprefix: 39700/100000 best=0.392297s at eval 11252 elapsed=5541.7s
original3_mprefix: 39800/100000 best=0.392297s at eval 11252 elapsed=5559.6s
original3_mprefix: 39900/100000 best=0.392297s at eval 11252 elapsed=5570.3s
original3_mprefix: 40000/100000 best=0.392297s at eval 11252 elapsed=5579.4s
original3_mprefix: 40100/100000 best=0.392297s at eval 11252 elapsed=5594.8s
original3_mprefix: 40200/100000 best=0.392297s at eval 11252 elapsed=5608.5s
original3_mprefix: 40300/100000 best=0.392297s at eval 11252 elapsed=5618.8s
original3_mprefix: 40400/100000 best=0.392297s at eval 11252 elapsed=5628.5s
original3_mprefix: 40500/100000 best=0.392297s at eval 11252 elapsed=5638.5s
original3_mprefix: 40600/100000 best=0.392297s at eval 11252 elapsed=5653.2s
original3_mprefix: 40700/100000 best=0.392297s at eval 11252 elapsed=5670.6s
original3_mprefix: 40800/100000 best=0.392297s at eval 11252 elapsed=5686.4s
original3_mprefix: 40900/100000 best=0.392297s at eval 11252 elapsed=5703.6s
original3_mprefix: 41000/100000 best=0.392297s at eval 11252 elapsed=5715.9s
original3_mprefix: 41100/100000 best=0.392297s at eval 11252 elapsed=5733.2s
original3_mprefix: 41200/100000 best=0.392297s at eval 11252 elapsed=5745.4s
original3_mprefix: 41300/100000 best=0.392297s at eval 11252 elapsed=5755.3s
original3_mprefix: 41400/100000 best=0.392297s at eval 11252 elapsed=5766.0s
original3_mprefix: 41500/100000 best=0.392297s at eval 11252 elapsed=5775.6s
original3_mprefix: 41600/100000 best=0.392297s at eval 11252 elapsed=5790.2s
original3_mprefix: 41700/100000 best=0.392297s at eval 11252 elapsed=5803.7s
original3_mprefix: 41800/100000 best=0.392297s at eval 11252 elapsed=5815.6s
original3_mprefix: 41900/100000 best=0.392297s at eval 11252 elapsed=5848.2s
original3_mprefix: 42000/100000 best=0.392297s at eval 11252 elapsed=5859.0s
original3_mprefix: 42100/100000 best=0.392297s at eval 11252 elapsed=5877.0s
original3_mprefix: 42200/100000 best=0.392297s at eval 11252 elapsed=5883.7s
original3_mprefix: 42300/100000 best=0.392297s at eval 11252 elapsed=5900.4s
original3_mprefix: 42400/100000 best=0.392297s at eval 11252 elapsed=5915.5s
original3_mprefix: 42500/100000 best=0.392297s at eval 11252 elapsed=5926.6s
original3_mprefix: 42600/100000 best=0.392297s at eval 11252 elapsed=5938.4s
original3_mprefix: 42700/100000 best=0.392297s at eval 11252 elapsed=5954.9s
original3_mprefix: 42800/100000 best=0.392297s at eval 11252 elapsed=5972.4s
original3_mprefix: 42900/100000 best=0.392297s at eval 11252 elapsed=5990.1s
original3_mprefix: 43000/100000 best=0.392297s at eval 11252 elapsed=6000.5s
original3_mprefix: 43100/100000 best=0.392297s at eval 11252 elapsed=6012.1s
original3_mprefix: 43200/100000 best=0.392297s at eval 11252 elapsed=6024.9s
original3_mprefix: 43300/100000 best=0.392297s at eval 11252 elapsed=6039.1s
original3_mprefix: 43400/100000 best=0.392297s at eval 11252 elapsed=6048.4s
original3_mprefix: 43500/100000 best=0.392297s at eval 11252 elapsed=6063.5s
original3_mprefix: 43600/100000 best=0.392297s at eval 11252 elapsed=6076.4s
original3_mprefix: 43700/100000 best=0.392297s at eval 11252 elapsed=6094.1s
original3_mprefix: 43800/100000 best=0.392297s at eval 11252 elapsed=6106.1s
original3_mprefix: 43900/100000 best=0.392297s at eval 11252 elapsed=6122.5s
original3_mprefix: 44000/100000 best=0.392297s at eval 11252 elapsed=6130.7s
original3_mprefix: 44100/100000 best=0.392297s at eval 11252 elapsed=6140.7s
original3_mprefix: 44200/100000 best=0.392297s at eval 11252 elapsed=6155.3s
original3_mprefix: 44300/100000 best=0.392297s at eval 11252 elapsed=6169.9s
original3_mprefix: 44400/100000 best=0.392297s at eval 11252 elapsed=6181.7s
original3_mprefix: 44500/100000 best=0.392297s at eval 11252 elapsed=6196.3s
original3_mprefix: 44600/100000 best=0.392297s at eval 11252 elapsed=6205.9s
original3_mprefix: 44700/100000 best=0.392297s at eval 11252 elapsed=6218.6s
original3_mprefix: 44800/100000 best=0.392297s at eval 11252 elapsed=6236.3s
original3_mprefix: 44900/100000 best=0.392297s at eval 11252 elapsed=6252.9s
original3_mprefix: 45000/100000 best=0.392297s at eval 11252 elapsed=6267.7s
original3_mprefix: 45100/100000 best=0.392297s at eval 11252 elapsed=6280.5s
original3_mprefix: 45200/100000 best=0.392297s at eval 11252 elapsed=6292.4s
original3_mprefix: 45300/100000 best=0.392297s at eval 11252 elapsed=6301.4s
original3_mprefix: 45400/100000 best=0.392297s at eval 11252 elapsed=6309.5s
original3_mprefix: 45500/100000 best=0.392297s at eval 11252 elapsed=6329.0s
original3_mprefix: 45600/100000 best=0.392297s at eval 11252 elapsed=6344.5s
original3_mprefix: 45700/100000 best=0.392297s at eval 11252 elapsed=6364.0s
original3_mprefix: 45800/100000 best=0.392297s at eval 11252 elapsed=6377.6s
original3_mprefix: 45900/100000 best=0.392297s at eval 11252 elapsed=6389.9s
original3_mprefix: 46000/100000 best=0.392297s at eval 11252 elapsed=6403.9s
original3_mprefix: 46100/100000 best=0.392297s at eval 11252 elapsed=6414.5s
original3_mprefix: 46200/100000 best=0.392297s at eval 11252 elapsed=6426.5s
original3_mprefix: 46300/100000 best=0.392297s at eval 11252 elapsed=6437.6s
original3_mprefix: 46400/100000 best=0.392297s at eval 11252 elapsed=6457.0s
original3_mprefix: 46500/100000 best=0.392297s at eval 11252 elapsed=6474.3s
original3_mprefix: 46600/100000 best=0.392297s at eval 11252 elapsed=6505.3s
original3_mprefix: 46700/100000 best=0.392297s at eval 11252 elapsed=6522.1s
original3_mprefix: 46800/100000 best=0.392297s at eval 11252 elapsed=6533.9s
original3_mprefix: 46900/100000 best=0.392297s at eval 11252 elapsed=6545.8s
original3_mprefix: 47000/100000 best=0.392297s at eval 11252 elapsed=6561.5s
original3_mprefix: 47100/100000 best=0.392297s at eval 11252 elapsed=6572.5s
original3_mprefix: 47200/100000 best=0.392297s at eval 11252 elapsed=6582.7s
original3_mprefix: 47300/100000 best=0.392297s at eval 11252 elapsed=6602.5s
original3_mprefix: 47400/100000 best=0.392297s at eval 11252 elapsed=6612.1s
original3_mprefix: 47500/100000 best=0.392297s at eval 11252 elapsed=6623.6s
original3_mprefix: 47600/100000 best=0.392297s at eval 11252 elapsed=6644.8s
original3_mprefix: 47700/100000 best=0.392297s at eval 11252 elapsed=6660.1s
original3_mprefix: 47800/100000 best=0.392297s at eval 11252 elapsed=6681.1s
original3_mprefix: 47900/100000 best=0.392297s at eval 11252 elapsed=6700.8s
original3_mprefix: 48000/100000 best=0.392297s at eval 11252 elapsed=6721.8s
original3_mprefix: 48100/100000 best=0.392297s at eval 11252 elapsed=6730.3s
original3_mprefix: 48200/100000 best=0.392297s at eval 11252 elapsed=6738.1s
original3_mprefix: 48300/100000 best=0.392297s at eval 11252 elapsed=6751.1s
original3_mprefix: 48400/100000 best=0.392297s at eval 11252 elapsed=6762.7s
original3_mprefix: 48500/100000 best=0.392297s at eval 11252 elapsed=6781.2s
original3_mprefix: 48600/100000 best=0.392297s at eval 11252 elapsed=6789.8s
original3_mprefix: 48700/100000 best=0.392297s at eval 11252 elapsed=6801.2s
original3_mprefix: 48800/100000 best=0.392297s at eval 11252 elapsed=6823.3s
original3_mprefix: 48900/100000 best=0.392297s at eval 11252 elapsed=6835.4s
original3_mprefix: 49000/100000 best=0.392297s at eval 11252 elapsed=6850.8s
original3_mprefix: 49100/100000 best=0.392297s at eval 11252 elapsed=6870.8s
original3_mprefix: 49200/100000 best=0.392297s at eval 11252 elapsed=6878.5s
original3_mprefix: 49300/100000 best=0.392297s at eval 11252 elapsed=6887.2s
original3_mprefix: 49400/100000 best=0.392297s at eval 11252 elapsed=6898.6s
original3_mprefix: 49500/100000 best=0.392297s at eval 11252 elapsed=6914.9s
original3_mprefix: 49600/100000 best=0.392297s at eval 11252 elapsed=6926.4s
original3_mprefix: 49700/100000 best=0.392297s at eval 11252 elapsed=6941.7s
original3_mprefix: 49800/100000 best=0.392297s at eval 11252 elapsed=6954.2s
original3_mprefix: 49900/100000 best=0.392297s at eval 11252 elapsed=6968.8s
original3_mprefix: 50000/100000 best=0.392297s at eval 11252 elapsed=6979.5s
original3_mprefix: 50100/100000 best=0.392297s at eval 11252 elapsed=6999.4s
original3_mprefix: 50200/100000 best=0.392297s at eval 11252 elapsed=7012.7s
original3_mprefix: 50300/100000 best=0.392297s at eval 11252 elapsed=7019.4s
original3_mprefix: 50400/100000 best=0.392297s at eval 11252 elapsed=7032.9s
original3_mprefix: 50500/100000 best=0.392297s at eval 11252 elapsed=7046.8s
original3_mprefix: 50600/100000 best=0.392297s at eval 11252 elapsed=7054.9s
original3_mprefix: 50700/100000 best=0.392297s at eval 11252 elapsed=7075.4s
original3_mprefix: 50800/100000 best=0.392297s at eval 11252 elapsed=7089.4s
original3_mprefix: 50900/100000 best=0.392297s at eval 11252 elapsed=7108.5s
original3_mprefix: 51000/100000 best=0.392297s at eval 11252 elapsed=7125.4s
original3_mprefix: 51100/100000 best=0.392297s at eval 11252 elapsed=7138.9s
original3_mprefix: 51200/100000 best=0.392297s at eval 11252 elapsed=7155.8s
original3_mprefix: 51300/100000 best=0.392297s at eval 11252 elapsed=7176.6s
original3_mprefix: 51400/100000 best=0.392297s at eval 11252 elapsed=7191.9s
original3_mprefix: 51500/100000 best=0.392297s at eval 11252 elapsed=7204.3s
original3_mprefix: 51600/100000 best=0.392297s at eval 11252 elapsed=7214.0s
original3_mprefix: 51700/100000 best=0.392297s at eval 11252 elapsed=7223.9s
original3_mprefix: 51800/100000 best=0.392297s at eval 11252 elapsed=7243.9s
original3_mprefix: 51900/100000 best=0.392297s at eval 11252 elapsed=7261.1s
original3_mprefix: 52000/100000 best=0.392297s at eval 11252 elapsed=7280.6s
original3_mprefix: 52100/100000 best=0.392297s at eval 11252 elapsed=7292.9s
original3_mprefix: 52200/100000 best=0.392297s at eval 11252 elapsed=7315.6s
original3_mprefix: 52300/100000 best=0.392297s at eval 11252 elapsed=7330.3s
original3_mprefix: 52400/100000 best=0.392297s at eval 11252 elapsed=7348.2s
original3_mprefix: 52500/100000 best=0.392297s at eval 11252 elapsed=7361.0s
original3_mprefix: 52600/100000 best=0.392297s at eval 11252 elapsed=7373.0s
original3_mprefix: 52700/100000 best=0.392297s at eval 11252 elapsed=7383.8s
original3_mprefix: 52800/100000 best=0.392297s at eval 11252 elapsed=7399.7s
original3_mprefix: 52900/100000 best=0.392297s at eval 11252 elapsed=7414.7s
original3_mprefix: 53000/100000 best=0.392297s at eval 11252 elapsed=7429.3s
original3_mprefix: 53100/100000 best=0.392297s at eval 11252 elapsed=7452.0s
original3_mprefix: 53200/100000 best=0.392297s at eval 11252 elapsed=7466.7s
original3_mprefix: 53300/100000 best=0.392297s at eval 11252 elapsed=7486.9s
original3_mprefix: 53400/100000 best=0.392297s at eval 11252 elapsed=7512.0s
original3_mprefix: 53500/100000 best=0.392297s at eval 11252 elapsed=7523.9s
original3_mprefix: 53600/100000 best=0.392297s at eval 11252 elapsed=7534.3s
original3_mprefix: 53700/100000 best=0.392297s at eval 11252 elapsed=7544.5s
original3_mprefix: 53800/100000 best=0.392297s at eval 11252 elapsed=7563.3s
original3_mprefix: 53900/100000 best=0.392297s at eval 11252 elapsed=7570.9s
original3_mprefix: 54000/100000 best=0.392297s at eval 11252 elapsed=7581.7s
original3_mprefix: 54100/100000 best=0.487003s at eval 54075 elapsed=7611.4s
original3_mprefix: 54200/100000 best=0.487003s at eval 54075 elapsed=7620.4s
original3_mprefix: 54300/100000 best=0.487003s at eval 54075 elapsed=7642.0s
original3_mprefix: 54400/100000 best=0.487003s at eval 54075 elapsed=7654.0s
original3_mprefix: 54500/100000 best=0.487003s at eval 54075 elapsed=7663.1s
original3_mprefix: 54600/100000 best=0.487003s at eval 54075 elapsed=7679.8s
original3_mprefix: 54700/100000 best=0.487003s at eval 54075 elapsed=7692.5s
original3_mprefix: 54800/100000 best=0.487003s at eval 54075 elapsed=7705.8s
original3_mprefix: 54900/100000 best=0.487003s at eval 54075 elapsed=7719.0s
original3_mprefix: 55000/100000 best=0.487003s at eval 54075 elapsed=7731.7s
original3_mprefix: 55100/100000 best=0.487003s at eval 54075 elapsed=7759.2s
original3_mprefix: 55200/100000 best=0.487003s at eval 54075 elapsed=7768.4s
original3_mprefix: 55300/100000 best=0.487003s at eval 54075 elapsed=7777.3s
original3_mprefix: 55400/100000 best=0.487003s at eval 54075 elapsed=7787.7s
original3_mprefix: 55500/100000 best=0.487003s at eval 54075 elapsed=7801.2s
original3_mprefix: 55600/100000 best=0.487003s at eval 54075 elapsed=7813.2s
original3_mprefix: 55700/100000 best=0.487003s at eval 54075 elapsed=7834.3s
original3_mprefix: 55800/100000 best=0.487003s at eval 54075 elapsed=7851.4s
original3_mprefix: 55900/100000 best=0.487003s at eval 54075 elapsed=7867.3s
original3_mprefix: 56000/100000 best=0.487003s at eval 54075 elapsed=7877.5s
original3_mprefix: 56100/100000 best=0.487003s at eval 54075 elapsed=7890.4s
original3_mprefix: 56200/100000 best=0.487003s at eval 54075 elapsed=7898.7s
original3_mprefix: 56300/100000 best=0.487003s at eval 54075 elapsed=7909.9s
original3_mprefix: 56400/100000 best=0.487003s at eval 54075 elapsed=7919.3s
original3_mprefix: 56500/100000 best=0.487003s at eval 54075 elapsed=7927.8s
original3_mprefix: 56600/100000 best=0.487003s at eval 54075 elapsed=7941.6s
original3_mprefix: 56700/100000 best=0.487003s at eval 54075 elapsed=7957.5s
original3_mprefix: 56800/100000 best=0.487003s at eval 54075 elapsed=7975.0s
original3_mprefix: 56900/100000 best=0.487003s at eval 54075 elapsed=7990.0s
original3_mprefix: 57000/100000 best=0.487003s at eval 54075 elapsed=8007.1s
original3_mprefix: 57100/100000 best=0.487003s at eval 54075 elapsed=8019.9s
original3_mprefix: 57200/100000 best=0.487003s at eval 54075 elapsed=8038.9s
original3_mprefix: 57300/100000 best=0.487003s at eval 54075 elapsed=8051.6s
original3_mprefix: 57400/100000 best=0.487003s at eval 54075 elapsed=8058.1s
original3_mprefix: 57500/100000 best=0.487003s at eval 54075 elapsed=8067.5s
original3_mprefix: 57600/100000 best=0.487003s at eval 54075 elapsed=8078.0s
original3_mprefix: 57700/100000 best=0.487003s at eval 54075 elapsed=8101.8s
original3_mprefix: 57800/100000 best=0.487003s at eval 54075 elapsed=8115.4s
original3_mprefix: 57900/100000 best=0.487003s at eval 54075 elapsed=8129.3s
original3_mprefix: 58000/100000 best=0.487003s at eval 54075 elapsed=8143.0s
original3_mprefix: 58100/100000 best=0.487003s at eval 54075 elapsed=8154.7s
original3_mprefix: 58200/100000 best=0.487003s at eval 54075 elapsed=8170.2s
original3_mprefix: 58300/100000 best=0.487003s at eval 54075 elapsed=8190.4s
original3_mprefix: 58400/100000 best=0.487003s at eval 54075 elapsed=8202.1s
original3_mprefix: 58500/100000 best=0.487003s at eval 54075 elapsed=8214.4s
original3_mprefix: 58600/100000 best=0.487003s at eval 54075 elapsed=8226.9s
original3_mprefix: 58700/100000 best=0.487003s at eval 54075 elapsed=8244.8s
original3_mprefix: 58800/100000 best=0.487003s at eval 54075 elapsed=8258.9s
original3_mprefix: 58900/100000 best=0.487003s at eval 54075 elapsed=8274.1s
original3_mprefix: 59000/100000 best=0.487003s at eval 54075 elapsed=8287.5s
original3_mprefix: 59100/100000 best=0.487003s at eval 54075 elapsed=8299.4s
original3_mprefix: 59200/100000 best=0.487003s at eval 54075 elapsed=8314.4s
original3_mprefix: 59300/100000 best=0.487003s at eval 54075 elapsed=8333.7s
original3_mprefix: 59400/100000 best=0.487003s at eval 54075 elapsed=8348.0s
original3_mprefix: 59500/100000 best=0.487003s at eval 54075 elapsed=8364.6s
original3_mprefix: 59600/100000 best=0.487003s at eval 54075 elapsed=8377.8s
original3_mprefix: 59700/100000 best=0.487003s at eval 54075 elapsed=8386.8s
original3_mprefix: 59800/100000 best=0.487003s at eval 54075 elapsed=8402.8s
original3_mprefix: 59900/100000 best=0.487003s at eval 54075 elapsed=8414.3s
original3_mprefix: 60000/100000 best=0.487003s at eval 54075 elapsed=8429.3s
original3_mprefix: 60100/100000 best=0.487003s at eval 54075 elapsed=8442.1s
original3_mprefix: 60200/100000 best=0.487003s at eval 54075 elapsed=8455.1s
original3_mprefix: 60300/100000 best=0.487003s at eval 54075 elapsed=8468.2s
original3_mprefix: 60400/100000 best=0.487003s at eval 54075 elapsed=8490.3s
original3_mprefix: 60500/100000 best=0.487003s at eval 54075 elapsed=8510.5s
original3_mprefix: 60600/100000 best=0.487003s at eval 54075 elapsed=8521.4s
original3_mprefix: 60700/100000 best=0.487003s at eval 54075 elapsed=8536.3s
original3_mprefix: 60800/100000 best=0.487003s at eval 54075 elapsed=8551.3s
original3_mprefix: 60900/100000 best=0.487003s at eval 54075 elapsed=8565.5s
original3_mprefix: 61000/100000 best=0.487003s at eval 54075 elapsed=8579.3s
original3_mprefix: 61100/100000 best=0.487003s at eval 54075 elapsed=8595.3s
original3_mprefix: 61200/100000 best=0.487003s at eval 54075 elapsed=8610.1s
original3_mprefix: 61300/100000 best=0.487003s at eval 54075 elapsed=8622.8s
original3_mprefix: 61400/100000 best=0.487003s at eval 54075 elapsed=8632.2s
original3_mprefix: 61500/100000 best=0.487003s at eval 54075 elapsed=8643.3s
original3_mprefix: 61600/100000 best=0.487003s at eval 54075 elapsed=8656.6s
original3_mprefix: 61700/100000 best=0.487003s at eval 54075 elapsed=8673.9s
original3_mprefix: 61800/100000 best=0.487003s at eval 54075 elapsed=8683.2s
original3_mprefix: 61900/100000 best=0.487003s at eval 54075 elapsed=8700.0s
original3_mprefix: 62000/100000 best=0.487003s at eval 54075 elapsed=8715.4s
original3_mprefix: 62100/100000 best=0.487003s at eval 54075 elapsed=8729.1s
original3_mprefix: 62200/100000 best=0.487003s at eval 54075 elapsed=8745.2s
original3_mprefix: 62300/100000 best=0.487003s at eval 54075 elapsed=8758.8s
original3_mprefix: 62400/100000 best=0.487003s at eval 54075 elapsed=8773.6s
original3_mprefix: 62500/100000 best=0.487003s at eval 54075 elapsed=8782.7s
original3_mprefix: 62600/100000 best=0.487003s at eval 54075 elapsed=8795.1s
original3_mprefix: 62700/100000 best=0.487003s at eval 54075 elapsed=8806.7s
original3_mprefix: 62800/100000 best=0.487003s at eval 54075 elapsed=8822.1s
original3_mprefix: 62900/100000 best=0.487003s at eval 54075 elapsed=8843.1s
original3_mprefix: 63000/100000 best=0.487003s at eval 54075 elapsed=8854.2s
original3_mprefix: 63100/100000 best=0.487003s at eval 54075 elapsed=8870.8s
original3_mprefix: 63200/100000 best=0.487003s at eval 54075 elapsed=8887.5s
original3_mprefix: 63300/100000 best=0.487003s at eval 54075 elapsed=8893.5s
original3_mprefix: 63400/100000 best=0.487003s at eval 54075 elapsed=8904.2s
original3_mprefix: 63500/100000 best=0.487003s at eval 54075 elapsed=8915.2s
original3_mprefix: 63600/100000 best=0.487003s at eval 54075 elapsed=8923.6s
original3_mprefix: 63700/100000 best=0.487003s at eval 54075 elapsed=8934.8s
original3_mprefix: 63800/100000 best=0.487003s at eval 54075 elapsed=8952.4s
original3_mprefix: 63900/100000 best=0.487003s at eval 54075 elapsed=8965.5s
original3_mprefix: 64000/100000 best=0.487003s at eval 54075 elapsed=8977.2s
original3_mprefix: 64100/100000 best=0.487003s at eval 54075 elapsed=8990.3s
original3_mprefix: 64200/100000 best=0.487003s at eval 54075 elapsed=9004.0s
original3_mprefix: 64300/100000 best=0.487003s at eval 54075 elapsed=9017.3s
original3_mprefix: 64400/100000 best=0.487003s at eval 54075 elapsed=9028.0s
original3_mprefix: 64500/100000 best=0.487003s at eval 54075 elapsed=9046.0s
original3_mprefix: 64600/100000 best=0.487003s at eval 54075 elapsed=9059.3s
original3_mprefix: 64700/100000 best=0.487003s at eval 54075 elapsed=9070.4s
original3_mprefix: 64800/100000 best=0.487003s at eval 54075 elapsed=9086.6s
original3_mprefix: 64900/100000 best=0.487003s at eval 54075 elapsed=9104.6s
original3_mprefix: 65000/100000 best=0.487003s at eval 54075 elapsed=9115.9s
original3_mprefix: 65100/100000 best=0.487003s at eval 54075 elapsed=9134.2s
original3_mprefix: 65200/100000 best=0.487003s at eval 54075 elapsed=9152.1s
original3_mprefix: 65300/100000 best=0.487003s at eval 54075 elapsed=9161.5s
original3_mprefix: 65400/100000 best=0.487003s at eval 54075 elapsed=9178.0s
original3_mprefix: 65500/100000 best=0.487003s at eval 54075 elapsed=9195.1s
original3_mprefix: 65600/100000 best=0.487003s at eval 54075 elapsed=9209.7s
original3_mprefix: 65700/100000 best=0.487003s at eval 54075 elapsed=9226.1s
original3_mprefix: 65800/100000 best=0.487003s at eval 54075 elapsed=9238.1s
original3_mprefix: 65900/100000 best=0.487003s at eval 54075 elapsed=9249.5s
original3_mprefix: 66000/100000 best=0.487003s at eval 54075 elapsed=9266.4s
original3_mprefix: 66100/100000 best=0.487003s at eval 54075 elapsed=9279.4s
original3_mprefix: 66200/100000 best=0.487003s at eval 54075 elapsed=9287.7s
original3_mprefix: 66300/100000 best=0.487003s at eval 54075 elapsed=9300.5s
original3_mprefix: 66400/100000 best=0.487003s at eval 54075 elapsed=9326.2s
original3_mprefix: 66500/100000 best=0.487003s at eval 54075 elapsed=9338.6s
original3_mprefix: 66600/100000 best=0.487003s at eval 54075 elapsed=9355.1s
original3_mprefix: 66700/100000 best=0.487003s at eval 54075 elapsed=9370.5s
original3_mprefix: 66800/100000 best=0.487003s at eval 54075 elapsed=9382.5s
original3_mprefix: 66900/100000 best=0.487003s at eval 54075 elapsed=9394.4s
original3_mprefix: 67000/100000 best=0.487003s at eval 54075 elapsed=9404.1s
original3_mprefix: 67100/100000 best=0.487003s at eval 54075 elapsed=9416.5s
original3_mprefix: 67200/100000 best=0.487003s at eval 54075 elapsed=9428.8s
original3_mprefix: 67300/100000 best=0.487003s at eval 54075 elapsed=9438.4s
original3_mprefix: 67400/100000 best=0.487003s at eval 54075 elapsed=9454.2s
original3_mprefix: 67500/100000 best=0.487003s at eval 54075 elapsed=9470.2s
original3_mprefix: 67600/100000 best=0.487003s at eval 54075 elapsed=9483.0s
original3_mprefix: 67700/100000 best=0.487003s at eval 54075 elapsed=9488.6s
original3_mprefix: 67800/100000 best=0.487003s at eval 54075 elapsed=9503.0s
original3_mprefix: 67900/100000 best=0.487003s at eval 54075 elapsed=9515.1s
original3_mprefix: 68000/100000 best=0.487003s at eval 54075 elapsed=9531.7s
original3_mprefix: 68100/100000 best=0.487003s at eval 54075 elapsed=9545.2s
original3_mprefix: 68200/100000 best=0.487003s at eval 54075 elapsed=9562.9s
original3_mprefix: 68300/100000 best=0.487003s at eval 54075 elapsed=9581.2s
original3_mprefix: 68400/100000 best=0.487003s at eval 54075 elapsed=9592.5s
original3_mprefix: 68500/100000 best=0.487003s at eval 54075 elapsed=9606.7s
original3_mprefix: 68600/100000 best=0.487003s at eval 54075 elapsed=9622.1s
original3_mprefix: 68700/100000 best=0.487003s at eval 54075 elapsed=9637.9s
original3_mprefix: 68800/100000 best=0.487003s at eval 54075 elapsed=9660.9s
original3_mprefix: 68900/100000 best=0.487003s at eval 54075 elapsed=9675.3s
original3_mprefix: 69000/100000 best=0.487003s at eval 54075 elapsed=9695.6s
original3_mprefix: 69100/100000 best=0.487003s at eval 54075 elapsed=9710.6s
original3_mprefix: 69200/100000 best=0.487003s at eval 54075 elapsed=9727.7s
original3_mprefix: 69300/100000 best=0.487003s at eval 54075 elapsed=9746.9s
original3_mprefix: 69400/100000 best=0.487003s at eval 54075 elapsed=9767.6s
original3_mprefix: 69500/100000 best=0.487003s at eval 54075 elapsed=9786.1s
original3_mprefix: 69600/100000 best=0.487003s at eval 54075 elapsed=9803.9s
original3_mprefix: 69700/100000 best=0.487003s at eval 54075 elapsed=9820.6s
original3_mprefix: 69800/100000 best=0.487003s at eval 54075 elapsed=9839.3s
original3_mprefix: 69900/100000 best=0.487003s at eval 54075 elapsed=9848.0s
